ID,Movie Names,Year,Genere,Rating
9795,Escape from Mr. Lemoncello's Library,2017,"Family, Fantasy, TV Movie",5.6
9796,Bat★21,1988,"Action, War",6.2
9797,S.M.A.R.T. Chase,2017,"Action, Comedy, Adventure, Crime, Thriller",5
9798,Foul Play,1978,"Comedy, Mystery, Thriller",6.3
9799,Gallipoli,1981,"War, Drama, Adventure, History",7.1
9800,Taras Bulba,1962,"Adventure, Romance, History, War, Drama",6.3
9801,Operation: Endgame,2010,"Adventure, Action, Comedy, Thriller",4.9
9802,The Good Neighbor,2016,"Drama, Crime, Thriller, Horror",6.2
9803,Steamboat Willie,1928,"Animation, Music, Comedy, Family",7.3
9804,Bad Biology,2008,"Fantasy, Horror",4.7
9805,"Hello, My Name Is Doris",2015,"Comedy, Drama, Romance",6.4
9806,Breezy,1973,"Drama, Romance",6.9
9807,Apartment 407,2019,"Drama, Thriller",4.8
9808,Monkey Kingdom,2015,Documentary,6.9
9809,What the Health,2017,Documentary,6.9
9810,A Bone to Pick: An Aurora Teagarden Mystery,2015,"Mystery, Crime, Drama, TV Movie",7
9811,Looney Tunes: Rabbits Run,2015,"Comedy, Animation",6
9812,Ordinary Love,2019,"Drama, Romance",6.8
9813,Buena Vista Social Club,1999,"Documentary, Music",7.5
9814,Hobson's Choice,1954,"Comedy, Drama",7.4
9815,Crip Camp: A Disability Revolution,2020,Documentary,7.2
9816,The Witch in the Window,2018,"Horror, Drama",6.2
9817,Her Alibi,1989,"Comedy, Crime",5.4
9818,Malibu Express,1985,"Action, Adventure, Comedy, Crime",5.1
9819,Sabrina: Friends Forever,2002,"Animation, Family, Fantasy, TV Movie",7.3
9820,D.A.R.Y.L.,1985,"Family, Science Fiction, Action",6.4
9821,Wheely,2018,"Family, Animation, Adventure, Comedy",5.9
9822,Control,2007,Drama,7.5
9823,The Story of Robin Hood and His Merrie Men,1952,"Action, Adventure",6.2
9824,Dead Heat,1988,"Action, Horror, Science Fiction, Thriller, Comedy",6.1
9825,Wizards,1977,"Animation, Fantasy, Science Fiction",6.1
9826,Breaking & Exiting,2018,"Comedy, Drama, Romance",6.4
9827,Sushi Girl,2012,"Thriller, Crime",5.7
9828,Snow Falls,2023,Horror,4.7
9829,Love and Other Disasters,2006,"Comedy, Romance",5.8
9830,Bridal Boot Camp,2017,"Romance, Drama, Comedy, TV Movie",6.5
9831,Robin Hood: The Rebellion,2018,"Adventure, History, Action",5
9832,Septembers of Shiraz,2015,"Drama, Thriller",5.8
9833,Blackboard Jungle,1955,"Crime, Drama",7
9834,Guns of the Magnificent Seven,1969,"Western, Action",5.1
9835,Beyond the Blackboard,2011,"Family, Drama",7.5
9836,Into the Ashes,2019,"Crime, Thriller, Drama, Mystery",5.2
9837,Salting the Battlefield,2014,"Action, Drama, Crime",6.2
9838,The Immortal Life of Henrietta Lacks,2017,"Drama, TV Movie",6.5
9839,Murder Ahoy,1964,"Drama, Thriller, Crime, Mystery, Comedy",7.1
9840,Paper Moon,1973,"Comedy, Crime, Drama",7.8
9841,Over Her Dead Body,2008,Comedy,5.5
9842,Brothers of the Wind,2015,"Adventure, Drama, Family",7.2
9843,Minions: Training Wheels,2013,"Animation, Comedy, Family",7
9844,O.J.: Made in America,2016,"Documentary, Crime, History",8.4
9845,Mob Land,2023,"Action, Crime, Thriller",0
9846,Horror Express,1972,Horror,6.3
9847,Joshy,2016,"Drama, Comedy",5.6
9848,Little Dead Rotting Hood,2016,Horror,3.6
9849,There's a Girl in My Soup,1970,"Comedy, Romance",5.6
9850,DC Showcase: Blue Beetle,2021,"Animation, Science Fiction, Action, Adventure",6.2
9851,Gorillas in the Mist,1988,"Drama, History",7
9852,Unconquered,1947,"Drama, Adventure, History",6.1
9853,Stolen,2009,"Crime, Drama, Mystery, Thriller",6
9854,The Fourth Protocol,1987,"Action, Thriller",6.1
9855,Firelight,1998,"Romance, Drama",6.6
9856,RBG,2018,Documentary,7.5
9857,Made in Dagenham,2010,"Comedy, Drama, History",6.7
9858,Transformers: Titans Return,2017,"Adventure, Science Fiction, Fantasy",7
9859,Fletch Lives,1989,"Comedy, Crime, Mystery",6
9860,Earth vs. the Flying Saucers,1956,"Action, Science Fiction",5.9
9861,Hangman,2017,"Mystery, Crime, Thriller",5.8
9862,The Little Shop of Horrors,1960,"Horror, Comedy, Science Fiction",6.2
9863,Sweet and Lowdown,1999,"Comedy, Drama, Music",6.8
9864,Certain Women,2016,Drama,6
9865,Three Months,2022,"Drama, Comedy",7.3
9866,Butter,2020,Drama,6.2
9867,Family Plot,1976,"Comedy, Crime, Thriller",6.7
9868,Earthquake Bird,2019,"Drama, Mystery, Romance, Thriller",5.9
9869,Infinitely Polar Bear,2014,"Drama, Comedy",6.6
9870,Martin,1977,"Horror, Drama",6.8
9871,Hotel Chevalier,2007,"Drama, Romance",7
9872,Grand Prix,1966,"Action, Drama",7.1
9873,The Fence,2022,"Drama, Comedy",8
9874,Kevin Hart: Laugh at My Pain,2011,Comedy,7.1
9875,The Ghost Within,2023,Horror,2
9876,The Island,2023,"Action, Crime, Thriller",0
9877,Stick Man,2015,"Animation, Family",6.7
9878,Eden,2014,"Drama, Music",5.8
9879,In the Name of the King III,2014,"Action, Adventure, Drama, Fantasy",3.6
9880,The Devil Comes to Kansas City,2023,Crime,0
9881,Tim's Vermeer,2013,Documentary,7.2
9882,Seconds,1966,"Science Fiction, Horror, Thriller",7.3
9883,The Four Seasons,1981,"Comedy, Drama, Romance",6.2
9884,No Time for Nuts,2006,"Adventure, Animation, Comedy, Family, Science Fiction",7.2
9885,Cat Run,2011,"Action, Comedy, Thriller",5.3
9886,Wicked Part 1,2024,"Drama, Fantasy, Romance",0
9887,The Cowboy Way,1994,"Action, Comedy, Crime, Drama, Thriller, Western",5.6
9888,Candy Stripers,2006,Horror,4.7
9889,Ithaca,2015,Drama,5.3
9890,Day of the Siege,2012,"History, Adventure, Drama",4.3
9891,Xtro,1982,"Science Fiction, Horror",5.7
9892,Cagefighter: Worlds Collide,2020,Action,7.2
9893,The Right One,2021,"Comedy, Romance",6.5
9894,Adventures of a Mathematician,2021,"Drama, History",6.2
9895,Henry V,1944,"Drama, History, War",6.6
9896,The Boogey Man,1980,Horror,4.8
9897,Easter Parade,1948,"Romance, Music",6.9
9898,The Blood of Heroes,1989,"Action, Adventure, Science Fiction",5.8
9899,Wristcutters: A Love Story,2007,"Comedy, Drama, Fantasy, Romance",6.9
9900,A Christmas Detour,2015,"TV Movie, Comedy, Romance",6.2
9901,Pusher,2012,"Crime, Thriller",5.3
9902,Funny Farm,1988,Comedy,6.1
9903,Mighty Joe Young,1949,"Adventure, Fantasy, Drama, Action, Science Fiction",6.4
9904,The Nest,2020,Drama,6.1
9905,Bratz Kidz: Sleep-Over Adventure,2007,"Animation, Family, Fantasy, Horror",6.1
9906,Spark: A Space Tail,2016,"Adventure, Animation, Comedy, Family, Science Fiction",4.7
9907,The Other Boleyn Girl,2003,"TV Movie, Drama, History, Romance",7.4
9908,The Face of Love,2013,"Drama, Romance",6.2
9909,Cider and Sunsets,2022,"TV Movie, Comedy, Romance, Family",6.3
9910,The Christmas Train,2017,"Family, TV Movie, Drama, Romance",6.5
9911,Saints and Soldiers: Airborne Creed,2012,"War, Drama, Action",5.4
9912,Shooting Dogs,2006,"Drama, History",7.4
9913,Surviving Picasso,1996,"Drama, Romance",5.7
9914,A Second Chance: Rivals!,2019,"Drama, Family",7
9915,Michael Jackson: Searching for Neverland,2017,Drama,6.5
9916,The Country Bears,2002,"Adventure, Comedy, Family",4.8
9917,Bingo Hell,2021,"Thriller, Horror",4.9
9918,The Jerk Theory,2009,Comedy,5.9
9919,The Young Offenders,2016,Comedy,7.1
9920,The Blue Umbrella,2013,"Animation, Romance",7.6
9921,A Second Chance,2011,"Drama, Family",6.1
9922,Gentlemen Broncos,2009,"Comedy, Science Fiction, Drama",5.8
9923,Blood of Redemption,2013,"Drama, Action, Thriller, Crime",4.9
9924,Stalked by My Doctor,2015,"Thriller, TV Movie",5.9
9925,The Conspiracy,2012,"Horror, Thriller",5.9
9926,Smash and Grab,2019,"Animation, Science Fiction",6.7
9927,Big Nothing,2006,"Action, Comedy, Crime, Thriller",6.4
9928,No Sleep 'Til Christmas,2018,"Comedy, Romance, TV Movie",6.9
9929,Dr. Jekyll and Mr. Hyde,1920,"Drama, Horror, Science Fiction",6.9
9930,Intolerance: Love's Struggle Throughout the Ages,1916,"Drama, History",7.2
9931,Shaun the Sheep: The Farmer's Llamas,2015,"TV Movie, Family, Animation, Comedy",6.7
9932,Wolf,2021,Drama,5.4
9933,Sink the Bismarck!,1960,"War, Action, Drama, History",6.8
9934,Marco Polo: One Hundred Eyes,2015,"Action, History, Drama",7.2
9935,The Devil's Doorway,2018,"Horror, Drama",5.4
9936,Educating Rita,1983,"Drama, Comedy",6.8
9937,"Love, Romance & Chocolate",2019,"TV Movie, Romance",6.4
9938,Jawbone,2017,"Action, Drama",6.2
9939,My Date with the President's Daughter,1998,"TV Movie, Adventure, Comedy, Romance",6.8
9940,Zombie Hunter,2013,"Comedy, Action, Science Fiction, Thriller",3.9
9941,Funeral in Berlin,1966,Thriller,6.4
9942,Brotherhood,2016,"Crime, Drama",5.9
9943,Mega Cyclone,2011,"TV Movie, Science Fiction, Action",5.2
9944,Children of the Damned,1964,"Drama, Horror, Mystery, Science Fiction",6.1
9945,We Go On,2016,"Drama, Horror, Thriller",5.7
9946,As They Made Us,2022,"Drama, Romance, Comedy",5.6
9947,My Little Pony: The Runaway Rainbow,2006,"Animation, Adventure, Fantasy",7.3
9948,Black Robe,1991,"Adventure, Drama, History",6.6
9949,Dead Awake,2016,"Horror, Thriller",5.1
9950,Next-Door Nightmare,2021,"Thriller, TV Movie, Drama",5.3
9951,In Their Skin,2012,"Horror, Thriller",5.3
9952,The Song of Sway Lake,2019,Drama,5.3
9953,They'll Love Me When I'm Dead,2018,Documentary,7.2
9954,Golda,2023,"Thriller, History, Drama, War",0
9955,Mickey's Trailer,1938,"Animation, Comedy",7.3
9956,Big Buck Bunny,2008,"Animation, Comedy, Family",6.5
9957,Blood Creek,2009,"Horror, Thriller",5.3
9958,Comanche Station,1960,Western,6.6
9959,Bait,2019,Drama,7
9960,Butterfly,1982,"Crime, Drama",5.3
9961,Ramayana: The Legend of Prince Rama,1993,"Animation,Action,Adventure",9.2
9962,Rocketry: The Nambi Effect,2022,"Biography,Drama",8.7
9963,Nayakan,1987,"Crime,Drama",8.6
9964,Gol Maal,1979,"Comedy,Romance",8.5
9965,Anbe Sivam,2003,"Adventure,Comedy,Drama",8.6
9966,777 Charlie,2022,"Adventure,Comedy,Drama",8.8
9967,Pariyerum Perumal,2018,Drama,8.7
9968,Manichithrathazhu,1993,"Comedy,Horror,Mystery",8.8
9969,3 Idiots,2009,"Comedy,Drama",8.4
9970,The World of Apu,1959,Drama,8.5
9971,Jai Bhim,2021,"Crime,Drama,Mystery",8.8
9972,#Home,2021,Drama,8.8
9973,Soorarai Pottru,2020,"Action,Drama",8.7
9974,Black Friday,2004,"Action,Crime,Drama",8.4
9975,Kumbalangi Nights,2019,"Comedy,Drama,Romance",8.5
9976,C/o Kancharapalem,2018,Drama,8.8
9977,Kireedam,1989,"Action,Drama",8.9
9978,Like Stars on Earth,2007,"Drama,Family",8.3
9979,Dangal,2016,"Action,Biography,Drama",8.3
9980,Jersey,2019,"Drama,Sport",8.5
9981,96,2018,"Drama,Romance",8.5
9982,Kaithi,2019,"Action,Adventure,Crime",8.4
9983,Natsamrat,2016,"Drama,Family",8.8
9984,Mayabazar,1957,"Comedy,Drama",9.1
9985,Sita Ramam,2022,"Action,Drama,Mystery",8.6
9986,Drishyam 2,2021,"Crime,Drama,Thriller",8.4
9987,Asuran,2019,"Action,Drama",8.4
9988,Thevar Magan,1992,Drama,8.7
9989,Visaaranai,2015,"Crime,Drama,Thriller",8.4
9990,Sarpatta Parambarai,2021,"Action,Drama,Sport",8.5
9991,Thalapathi,1991,"Action,Crime,Drama",8.5
9992,Nadodikkattu,1987,Comedy,8.8
9993,Drishyam,2013,"Crime,Drama,Thriller",8.3
9994,Thani Oruvan,2015,"Action,Crime,Thriller",8.4
9995,Pather Panchali,1955,Drama,8.2
9996,Jaane Bhi Do Yaaro,1983,"Comedy,Crime,Drama",8.3
9997,Vada Chennai,2018,"Action,Crime,Drama",8.4
9998,Aparajito,1956,Drama,8.3
9999,Khosla Ka Ghosla!,2006,"Comedy,Crime,Drama",8.3
10000,Anniyan,2005,"Action,Crime,Drama",8.3
10001,Sardar Udham,2021,"Biography,Crime,Drama",8.4
10002,Raatchasan,2018,"Action,Crime,Drama",8.3
10003,Gangs of Wasseypur,2012,"Action,Comedy,Crime",8.2
10004,Chupke Chupke,1975,"Comedy,Drama,Romance",8.3
10005,Drishyam,2015,"Crime,Drama,Mystery",8.2
10006,Peranbu,2018,Drama,8.7
10007,Bangalore Days,2014,"Comedy,Drama,Romance",8.3
10008,Satya,1998,"Action,Crime,Drama",8.3
10009,Mahanati,2018,"Biography,Drama",8.4
10010,Agent Sai Srinivasa Athreya,2019,"Comedy,Crime,Mystery",8.3
10011,Premam,2015,"Comedy,Drama,Romance",8.3
10012,Devasuram,1993,"Action,Drama,Thriller",8.7
10013,Super Deluxe,2019,"Comedy,Crime,Drama",8.3
10014,Bhaag Milkha Bhaag,2013,"Biography,Drama,Sport",8.2
10015,Tumbbad,2018,"Drama,Fantasy,Horror",8.2
10016,Andhadhun,2018,"Crime,Mystery,Thriller",8.2
10017,Vikram Vedha,2017,"Action,Crime,Drama",8.2
10018,Chhichhore,2019,"Comedy,Drama,Romance",8.3
10019,Chithram,1988,"Comedy,Drama,Musical",8.7
10020,Zindagi Na Milegi Dobara,2011,"Comedy,Drama,Musical",8.2
10021,Vikram,2022,"Action,Crime,Thriller",8.3
10022,Guide,1965,"Drama,Musical,Romance",8.4
10023,Sairat,2016,"Drama,Romance",8.3
10024,Kannathil Muthamittal,2002,"Action,Drama,War",8.4
10025,Shahid,2012,"Biography,Drama",8.2
10026,Swades,2004,"Drama,Musical",8.2
10027,Iruvar,1997,"Biography,Drama",8.4
10028,Munna Bhai M.B.B.S.,2003,"Comedy,Drama",8.1
10029,Aruvi,2016,Drama,8.4
10030,Paan Singh Tomar,2012,"Action,Biography,Crime",8.2
10031,Hera Pheri,2000,"Action,Comedy,Crime",8.1
10032,Spadikam,1995,"Action,Drama",8.6
10033,Uri: The Surgical Strike,2019,"Action,Drama,History",8.2
10034,Let's Go! India,2007,"Drama,Family,Sport",8.1
10035,Thirst,1957,"Drama,Musical,Romance",8.3
10036,Mudhalvan,1999,"Action,Drama,Thriller",8.4
10037,Papanasam,2015,"Crime,Drama,Thriller",8.4
10038,Black,2005,Drama,8.1
10039,Jo Jeeta Wohi Sikandar,1992,"Comedy,Drama,Romance",8.2
10040,Pudhu Pettai,2006,"Action,Crime,Drama",8.5
10041,Mandela,2021,"Comedy,Drama",8.4
10042,Lagaan: Once Upon a Time in India,2001,"Drama,Musical,Sport",8.1
10043,PK,2014,"Comedy,Drama,Sci-Fi",8.1
10044,Dhuruvangal Pathinaaru,2016,"Crime,Drama,Mystery",8.2
10045,Sholay,1975,"Action,Adventure,Comedy",8.1
10046,Drishyam 2,2022,"Crime,Drama,Mystery",8.2
10047,Soodhu Kavvum,2013,"Comedy,Crime,Thriller",8.3
10048,Talvar,2015,"Crime,Drama,Mystery",8.1
10049,Queen,2013,"Adventure,Comedy,Drama",8.1
10050,Sarfarosh,1999,"Action,Crime,Drama",8.1
10051,Udaan,2010,Drama,8.1
10052,Article 15,2019,"Crime,Drama,Mystery",8.1
10053,OMG: Oh My God!,2012,"Comedy,Drama,Fantasy",8.1
10054,Barfi!,2012,"Comedy,Drama,Romance",8.1
10055,Jigarthanda,2014,"Action,Comedy,Crime",8.2
10056,Jana Gana Mana,2022,"Crime,Drama,Thriller",8.3
10057,Theeran Adhigaram Ondru,2017,"Action,Crime,Thriller",8.2
10058,The Legend of Bhagat Singh,2002,"Action,Biography,Drama",8.1
10059,Rang De Basanti,2006,"Comedy,Crime,Drama",8.1
10060,Baahubali 2: The Conclusion,2017,"Action,Drama",8.2
10061,Ustad Hotel,2012,"Comedy,Drama",8.2
10062,Kaakkaa Muttai,2014,"Comedy,Drama",8.3
10063,Angoor,1982,Comedy,8.3
10064,Maheshinte Prathikaaram,2016,"Comedy,Drama,Thriller",8.3
10065,Virumandi,2004,"Action,Crime,Drama",8.4
10066,Kahaani,2012,"Mystery,Thriller",8.1
10067,Dil Chahta Hai,2001,"Comedy,Drama,Romance",8.1
10068,A Wednesday,2008,"Action,Crime,Drama",8.1
10069,Baasha,1995,"Action,Crime,Drama",8.3
10070,Masaan,2015,Drama,8.1
10071,Shershaah,2021,"Action,Biography,Drama",8.3
10072,"Carry On, Munna Bhai",2006,"Comedy,Drama,Romance",8
10073,2018,2023,"Action,Drama,Thriller",8.5
10074,Iqbal,2005,"Drama,Sport",8.1
10075,Pithamagan,2003,"Action,Drama",8.3
10076,Lucia,2013,"Drama,Sci-Fi,Thriller",8.3
10077,Kaun Pravin Tambe?,2022,"Biography,Drama,Sport",8.4
10078,Pink,2016,"Crime,Drama,Thriller",8.1
10079,Anand,1971,"Drama,Musical",8.1
10080,Nil Battey Sannata,2015,"Drama,Family",8.2
10081,Roja,1992,"Drama,Romance,Thriller",8.1
10082,Bajrangi Bhaijaan,2015,"Action,Adventure,Comedy",8.1
10083,Charulata,1964,"Drama,Romance",8.1
10084,Alai Payuthey,2000,"Drama,Musical,Romance",8.3
10085,A Northern Story of Valor,1989,"Drama,History",8.7
10086,Bommarillu,2006,"Comedy,Drama,Romance",8.2
10087,Omkara,2006,"Action,Crime,Drama",8.1
10088,Section 375,2019,"Crime,Drama,Mystery",8.1
10089,Bombay,1995,"Drama,Romance",8.1
10090,K.G.F: Chapter 1,2018,"Action,Crime,Drama",8.2
10091,Kantara,2022,"Action,Adventure,Drama",8.3
10092,Indian,1996,"Action,Drama,Thriller",8.1
10093,Rangasthalam 1985,2018,"Action,Drama",8.2
10094,Dilwale Dulhania Le Jayenge,1995,"Drama,Romance",8
10095,Haider,2014,"Action,Crime,Drama",8
10096,Andaz Apna Apna,1994,"Action,Comedy,Romance",8
10097,Mughal-E-Azam,1960,"Drama,Romance,War",8.1
10098,Athadu,2005,"Action,Crime,Drama",8.2
10099,The Great Indian Kitchen,2021,"Comedy,Drama",8.1
10100,Special 26,2013,"Crime,Drama,Thriller",8
10101,Vaaranam Aayiram,2008,"Action,Drama,Musical",8.2
10102,Maanaadu,2021,"Action,Adventure,Sci-Fi",8.3
10103,Maqbool,2003,"Crime,Drama,Thriller",8
10104,Thadam,2019,"Action,Crime,Drama",8.1
10105,Padaiyappa,1999,"Action,Comedy,Drama",8.2
10106,Gulaal,2009,"Crime,Drama,Thriller",8
10107,Ulidavaru Kandanthe,2014,"Crime,Drama,Thriller",8.4
10108,Pelli Choopulu,2016,"Comedy,Drama,Romance",8.2
10109,K.G.F: Chapter 2,2022,"Action,Crime,Drama",8.3
10110,Vaastav: The Reality,1999,"Action,Crime,Drama",8
10111,Deewaar,1975,"Action,Crime,Drama",8
10112,Viduthalai: Part 1,2023,"Action,Crime,Drama",8.3
10113,Company,2002,"Action,Crime,Drama",8
10114,Ugly,2013,"Crime,Drama,Mystery",7.9
10115,Naduvula Konjam Pakkatha Kaanom,2012,"Comedy,Drama",8.2
10116,Padosan,1968,"Comedy,Musical,Romance",8.1
10117,Badhaai Ho,2018,"Comedy,Drama",7.9
10118,Aadukalam,2011,"Action,Drama,Romance",8.1
10119,Kshanam,2016,"Mystery,Thriller",8.2
10120,Gully Boy,2019,"Drama,Music,Romance",7.9
10121,Nayattu,2021,"Crime,Thriller",8.1
10122,Evaru,2019,"Crime,Drama,Mystery",8.1
10123,My Name Is Khan,2010,"Adventure,Drama,Romance",7.9
10124,Maanagaram,2017,"Action,Thriller",8.1
10125,Pranchiyettan and the Saint,2010,"Comedy,Drama",8.3
10126,Dev.D,2009,"Comedy,Drama,Romance",7.9
10127,Sirf Ek Bandaa Kaafi Hai,2023,Drama,7.9
10128,22 Shey Shraban,2011,"Action,Crime,Drama",8.1
10129,Kal Ho Naa Ho,2003,"Comedy,Drama,Musical",7.9
10130,Major,2022,"Action,Biography,Drama",8.1
10131,Garuda Gamana Vrishabha Vahana,2021,"Crime,Drama,Thriller",8.3
10132,Ayyappanum Koshiyum,2020,"Action,Drama,Thriller",8
10133,Thondi Muthalum Driksakshiyum,2017,"Crime,Drama,Thriller",8.1
10134,Jab We Met,2007,"Comedy,Drama,Romance",7.9
10135,M.S,2016,"Biography,Drama,Sport",8
10136,Ship of Theseus,2012,Drama,8
10137,Charlie,2015,"Adventure,Drama,Romance",8
10138,Manjhi: The Mountain Man,2015,"Biography,Drama",8
10139,Take Off,2017,"Action,Drama,Thriller",8.1
10140,Deiva Thirumagal,2011,Drama,8.2
10141,The Brawler,2017,"Action,Drama,Sport",8
10142,Border,1997,"Action,Drama,History",7.9
10143,Vedam,2010,"Action,Drama",8.1
10144,Dil Bechara,2020,"Comedy,Drama,Romance",8.4
10145,Baahubali: The Beginning,2015,"Action,Drama",8
10146,Salaam Bombay!,1988,"Crime,Drama",7.9
10147,Gargi,2022,"Drama,Thriller",8.1
10148,Karnan,2021,"Action,Drama",8
10149,Arjun Reddy,2017,"Action,Drama,Romance",8
10150,Pad Man,2018,"Comedy,Drama",7.9
10151,Kirik Party,2016,"Comedy,Drama",8.3
10152,Vinnaithaandi Varuvaayaa,2010,"Drama,Romance",8.1
10153,Baby,2015,"Action,Crime,Thriller",7.9
10154,Super 30,2019,"Biography,Drama",7.9
10155,Hridayam,2022,"Drama,Musical,Romance",8.1
10156,Pizza,2012,"Horror,Thriller",8
10157,Malik,2021,"Action,Biography,Crime",8
10158,Ankhon Dekhi,2013,"Comedy,Drama",7.9
10159,The Tashkent Files,2019,"Drama,Mystery,Thriller",8.1
10160,The Music Room,1958,"Drama,Music",7.9
10161,Android Kunjappan Ver 5.25,2019,"Comedy,Drama,Sci-Fi",8
10162,Hindi Medium,2017,"Comedy,Drama",7.8
10163,Love Today,2022,"Comedy,Drama,Romance",8.1
10164,English Vinglish,2012,"Comedy,Drama,Family",7.8
10165,Memories,2013,"Mystery,Thriller",8
10166,Joseph,2018,"Crime,Drama,Thriller",8
10167,Hey Ram,2000,"Crime,Drama,History",7.9
10168,Dor,2006,Drama,8
10169,Lakshya,2004,"Action,Drama,Romance",7.8
10170,Johnny Gaddaar,2007,"Crime,Drama,Mystery",7.9
10171,Airlift,2016,"Action,Drama,History",7.9
10172,Anjaam Pathiraa,2020,"Crime,Mystery,Thriller",7.9
10173,Thuppakki,2012,"Action,Thriller",8.1
10174,Okkadu,2003,"Action,Drama,Romance",8.1
10175,Ghilli,2004,"Action,Drama,Romance",8.1
10176,Pokiri,2006,"Action,Crime,Thriller",8
10177,Gangaajal,2003,"Action,Crime,Drama",7.8
10178,Kaakha..Kaakha: The Police,2003,"Action,Crime,Drama",8
10179,The Lunchbox,2013,"Drama,Romance",7.8
10180,Vettaiyaadu Vilaiyaadu,2006,"Action,Crime,Drama",7.9
10181,RRR,2022,"Action,Drama",7.8
10182,Kaththi,2014,"Action,Drama",8.1
10183,Mumbai Police,2013,"Crime,Mystery,Thriller",7.9
10184,Ab Tak Chhappan,2004,"Crime,Drama",7.8
10185,Manam,2014,"Comedy,Drama,Fantasy",8
10186,Oopiri,2016,"Comedy,Drama",8
10187,Veer-Zaara,2004,"Drama,Family,Musical",7.8
10188,Unnaipol Oruvan,2009,"Action,Crime,Drama",8
10189,RangiTaranga,2015,"Mystery,Thriller",8.2
10190,Vicky Donor,2012,"Comedy,Romance",7.8
10191,Thulladha Manamum Thullum,1999,"Drama,Romance",8.3
10192,Angamaly Diaries,2017,"Action,Comedy,Thriller",7.9
10193,Hazaaron Khwaishein Aisi,2003,Drama,7.9
10194,Mother India,1957,"Action,Comedy,Drama",7.8
10195,Ayirathil Oruvan,2010,"Action,Adventure",8
10196,Sonchiriya,2019,"Action,Crime,Drama",7.9
10197,Stanley Ka Dabba,2011,"Comedy,Drama,Family",7.8
10198,Secret Superstar,2017,"Drama,Music",7.8
10199,Nayak: The Real Hero,2001,"Action,Drama,Thriller",7.8
10200,Udta Punjab,2016,"Action,Crime,Drama",7.7
10201,Rock On!!,2008,"Drama,Music",7.7
10202,Mr,1987,"Action,Comedy,Drama",7.7
10203,Mimi,2021,"Comedy,Drama",7.9
10204,Happy Days,2007,Drama,7.9
10205,Badla,2019,"Crime,Drama,Mystery",7.8
10206,Kai Po Che,2013,"Drama,Sport",7.8
10207,Poove Unakkaga,1996,"Comedy,Drama,Romance",8.6
10208,Raazi,2018,"Action,Drama,Thriller",7.7
10209,Dasvidaniya,2008,"Comedy,Drama",7.8
10210,Dia,2020,"Drama,Romance",8
1011985,Kung Fu Panda 4,2024,"Action, Adventure, Animation, Comedy, Family",6.9
848538,Argylle,2024,"Action, Adventure, Comedy",6.1
693134,Dune: Part Two,2024,"Science Fiction, Adventure",8.4
1096197,No Way Up,2024,"Action, Horror, Thriller",6.1
1239251,Megamind vs. the Doom Syndicate,2024,"Animation, Comedy, Science Fiction",5.6
763215,Damsel,2024,"Fantasy, Adventure, Action",7.3
932420,Code 8 Part II,2024,"Science Fiction, Action, Crime",6.6
969492,Land of Bad,2024,"Action, Thriller, War",7.0
438631,Dune,2021,"Science Fiction, Adventure",7.8
1217409,Jaque Mate,2024,"Action, Comedy",4.6
870404,Meteor,2021,"Science Fiction, Thriller",5.4
1094556,The Thundermans Return,2024,"Family, Science Fiction, Action, Comedy",7.7
851925,Death Alley,2021,"Western, Action",5.8
1227816,Red Right Hand,2024,"Crime, Action, Thriller",7.0
624091,Sri Asih,2022,"Action, Adventure, Science Fiction, Fantasy, Drama",6.3
866398,The Beekeeper,2024,"Action, Thriller, Drama",7.5
636706,Spaceman,2024,"Science Fiction, Adventure, Drama",6.7
714567,#Blue_Whale,2021,"Thriller, Horror, Drama",6.0
854188,The Kindred,2021,Horror,6.3
1028703,The OctoGames,2022,"Thriller, Action, Horror",5.7
823464,Godzilla x Kong: The New Empire,2024,"Action, Science Fiction, Adventure",0.0
885303,The Voyagers,2022,"Fantasy, Adventure, TV Movie",5.4
9502,Kung Fu Panda,2008,"Action, Adventure, Animation, Family, Comedy",7.3
872542,Agent Game,2022,"Action, Thriller",5.1
931642,Lights Out,2024,"Action, Thriller",6.9
838209,Exhuma,2024,"Mystery, Horror, Thriller",8.6
1022690,Ricky Stanicky,2024,Comedy,6.2
949697,The One Hundred,2022,"Thriller, Horror, Science Fiction",3.6
49444,Kung Fu Panda 2,2011,"Animation, Family, Comedy",7.0
933131,Badland Hunters,2024,"Science Fiction, Action",6.7
1139566,Through My Window 3: Looking at You,2024,"Romance, Drama, Comedy",6.9
140300,Kung Fu Panda 3,2016,"Action, Adventure, Animation, Comedy, Family",6.9
1022789,Inside Out 2,2024,"Animation, Family, Drama, Adventure, Fantasy",0.0
1196646,Camp Pleasant Lake,2024,Horror,5.4
823491,Out of Darkness,2024,"Horror, Thriller",5.3
799155,Attack,2022,"Action, Science Fiction, Thriller",6.7
370464,The Masked Saint,2016,"Crime, Action",4.7
76600,Avatar: The Way of Water,2022,"Science Fiction, Adventure, Action",7.6
455575,Kungfu Master,2008,"Action, Animation",5.0
157336,Interstellar,2014,"Adventure, Drama, Science Fiction",8.4
1139829,Orion and the Dark,2024,"Animation, Family, Comedy, Fantasy",6.7
1026436,Miller's Girl,2024,"Drama, Thriller",6.8
634492,Madame Web,2024,"Action, Fantasy",5.3
414906,The Batman,2022,"Crime, Mystery, Thriller",7.7
673593,Mean Girls,2024,Comedy,6.2
